Word,Age Group,Difficulty Level
mutagenesis,11-12 years,Hard
biogenesis,11-12 years,Hard
allusive,9-10 years,Moderate
docility,9-10 years,Moderate
asymptotically,11-12 years,Hard
bebop,7-8 years,Moderate
enshroud,9-10 years,Moderate
misallocation,11-12 years,Hard
obstetrical,11-12 years,Hard
busk,5-6 years,Moderate
cheesemaker,11-12 years,Hard
carbonara,11-12 years,Moderate
pugilist,9-10 years,Moderate
stagecraft,11-12 years,Hard
gumdrop,9-10 years,Moderate
townie,7-8 years,Moderate
teleconferencing,11-12 years,Hard
nanostructure,11-12 years,Hard
sinfully,9-10 years,Moderate
marrying,9-10 years,Moderate
erotically,11-12 years,Hard
geordie,9-10 years,Moderate
granitic,9-10 years,Moderate
programmatically,11-12 years,Hard
chloramine,11-12 years,Hard
cardinality,11-12 years,Hard
chainlink,11-12 years,Moderate
vampirism,11-12 years,Moderate
lucidly,9-10 years,Moderate
homegirl,9-10 years,Moderate
tamarisk,9-10 years,Moderate
rootkit,9-10 years,Moderate
unlovely,9-10 years,Moderate
lineal,7-8 years,Moderate
dually,7-8 years,Moderate
bacilli,9-10 years,Moderate
motile,7-8 years,Moderate
photonics,11-12 years,Moderate
fundament,11-12 years,Moderate
inadvisable,11-12 years,Hard
trapezium,11-12 years,Moderate
wicking,9-10 years,Moderate
connivance,11-12 years,Hard
ossify,7-8 years,Moderate
poisoner,9-10 years,Moderate
methotrexate,11-12 years,Hard
missional,11-12 years,Moderate
symbology,11-12 years,Moderate
roper,7-8 years,Moderate
levothyroxine,11-12 years,Hard
expansiveness,11-12 years,Hard
thumbtack,11-12 years,Moderate
rhythmical,11-12 years,Hard
lethally,9-10 years,Moderate
unrehearsed,11-12 years,Hard
sugarplum,11-12 years,Moderate
wittily,9-10 years,Moderate
seitan,7-8 years,Moderate
menfolk,9-10 years,Moderate
dace,5-6 years,Moderate
cardiothoracic,11-12 years,Hard
resect,7-8 years,Moderate
buccal,7-8 years,Moderate
frank,7-8 years,Moderate
peloponnesian,11-12 years,Hard
horrifyingly,11-12 years,Hard
kentuckian,11-12 years,Hard
recalcitrance,11-12 years,Hard
wearisome,11-12 years,Moderate
mujahedin,11-12 years,Moderate
hyperventilation,11-12 years,Hard
berserker,11-12 years,Moderate
anchored,9-10 years,Moderate
ductile,9-10 years,Moderate
imprecation,11-12 years,Hard
tatar,7-8 years,Moderate
turf,5-6 years,Moderate
butterball,11-12 years,Hard
oxbow,7-8 years,Moderate
rediscovered,11-12 years,Hard
playbill,9-10 years,Moderate
interminably,11-12 years,Hard
tablature,11-12 years,Moderate
salesclerk,11-12 years,Hard
upsilon,9-10 years,Moderate
sourness,9-10 years,Moderate
pitbull,9-10 years,Moderate
illusionistic,11-12 years,Hard
adjustability,11-12 years,Hard
archetypical,11-12 years,Hard
univocal,9-10 years,Moderate
tracheostomy,11-12 years,Hard
uveitis,9-10 years,Moderate
nonhandicapped,11-12 years,Hard
pandora,9-10 years,Moderate
tun,5-6 years,Moderate
taoist,7-8 years,Moderate
unspent,9-10 years,Moderate
soundboard,11-12 years,Hard
codpiece,9-10 years,Moderate
mowed,7-8 years,Moderate
slivered,9-10 years,Moderate
gape,5-6 years,Moderate
lariat,7-8 years,Moderate
jacaranda,11-12 years,Moderate
proofing,9-10 years,Moderate
discursively,11-12 years,Hard
overtrain,11-12 years,Moderate
burgess,9-10 years,Moderate
steno,7-8 years,Moderate
spawner,9-10 years,Moderate
seaborne,9-10 years,Moderate
symbolise,11-12 years,Moderate
supportable,11-12 years,Hard
muscularity,11-12 years,Hard
bioaerosol,11-12 years,Hard
downregulation,11-12 years,Hard
mutability,11-12 years,Hard
sagacious,11-12 years,Moderate
intraspecific,11-12 years,Hard
tweeze,7-8 years,Moderate
coptic,7-8 years,Moderate
commentariat,11-12 years,Hard
spitting,9-10 years,Moderate
puzzlemaster,11-12 years,Hard
disrespectfully,11-12 years,Hard
brassica,9-10 years,Moderate
danceable,11-12 years,Moderate
spermicide,11-12 years,Hard
communality,11-12 years,Hard
wiretapping,11-12 years,Hard
jewess,7-8 years,Moderate
urbanity,9-10 years,Moderate
personified,11-12 years,Hard
advisee,9-10 years,Moderate
nephritis,11-12 years,Moderate
tittle,7-8 years,Moderate
uncultured,11-12 years,Hard
ineradicable,11-12 years,Hard
bowstring,11-12 years,Moderate
palindrome,11-12 years,Hard
bulrush,9-10 years,Moderate
victuals,9-10 years,Moderate
medievalist,11-12 years,Hard
tuned,7-8 years,Moderate
thawed,7-8 years,Moderate
rootworm,9-10 years,Moderate
inflatable,11-12 years,Hard
extemporaneous,11-12 years,Hard
analyte,9-10 years,Moderate
acupressure,11-12 years,Hard
tigress,9-10 years,Moderate
duodenum,9-10 years,Moderate
enfeeble,9-10 years,Moderate
towny,7-8 years,Moderate
hormonally,11-12 years,Hard
meanderings,11-12 years,Hard
debugging,11-12 years,Moderate
bopper,7-8 years,Moderate
rescission,11-12 years,Hard
disaggregation,11-12 years,Hard
ciabatta,9-10 years,Moderate
pneumocystis,11-12 years,Hard
godhood,9-10 years,Moderate
entrepreneurialism,11-12 years,Hard
voluntarism,11-12 years,Hard
asphyxia,9-10 years,Moderate
mope,5-6 years,Moderate
immunogenicity,11-12 years,Hard
pertinence,11-12 years,Hard
watered,9-10 years,Moderate
supernaturalism,11-12 years,Hard
triadic,9-10 years,Moderate
pedantry,9-10 years,Moderate
stickleback,11-12 years,Hard
carotenoid,11-12 years,Hard
busker,7-8 years,Moderate
plowshare,11-12 years,Moderate
metathesis,11-12 years,Hard
hitmaker,9-10 years,Moderate
kiddy,7-8 years,Moderate
techy,7-8 years,Moderate
uprightness,11-12 years,Hard
arcadian,9-10 years,Moderate
mange,7-8 years,Moderate
clindamycin,11-12 years,Hard
pictogram,11-12 years,Moderate
umami,7-8 years,Moderate
ethnomusicologist,11-12 years,Hard
tachometer,11-12 years,Hard
wheatgrass,11-12 years,Hard
schmaltzy,11-12 years,Moderate
highchair,11-12 years,Moderate
bluebonnet,11-12 years,Hard
defibrillation,11-12 years,Hard
ovoid,7-8 years,Moderate
broach,7-8 years,Moderate
pathologize,11-12 years,Hard
rebus,7-8 years,Moderate
unattributed,11-12 years,Hard
effusively,11-12 years,Hard
mocking,9-10 years,Moderate
moodily,9-10 years,Moderate
belongingness,11-12 years,Hard
unclipped,11-12 years,Moderate
ranchland,11-12 years,Moderate
interpolated,11-12 years,Hard
wormlike,9-10 years,Moderate
forthrightness,11-12 years,Hard
brights,9-10 years,Moderate
refinancing,11-12 years,Hard
postulated,11-12 years,Hard
fatalist,9-10 years,Moderate
kingfish,9-10 years,Moderate
unmanaged,11-12 years,Moderate
artilleryman,11-12 years,Hard
adverbial,11-12 years,Moderate
aircrew,9-10 years,Moderate
clintonian,11-12 years,Hard
multivalent,11-12 years,Hard
inebriation,11-12 years,Hard
jigger,7-8 years,Moderate
wholesomeness,11-12 years,Hard
constructivist,11-12 years,Hard
herbarium,11-12 years,Moderate
bungling,9-10 years,Moderate
centrum,9-10 years,Moderate
chauffeured,11-12 years,Hard
orthodontic,11-12 years,Hard
cytosol,9-10 years,Moderate
stepwise,9-10 years,Moderate
minimalistic,11-12 years,Hard
taoist,7-8 years,Moderate
insecticidal,11-12 years,Hard
unmonitored,11-12 years,Hard
sharpening,11-12 years,Hard
icehouse,9-10 years,Moderate
monotonically,11-12 years,Hard
downsizing,11-12 years,Hard
axolotl,9-10 years,Moderate
husk,5-6 years,Moderate
beneficially,11-12 years,Hard
duodenal,9-10 years,Moderate
geoscience,11-12 years,Hard
twinkly,9-10 years,Moderate
proteomic,11-12 years,Moderate
stemware,9-10 years,Moderate
centering,11-12 years,Moderate
posthuman,11-12 years,Moderate
olivine,9-10 years,Moderate
lysosome,9-10 years,Moderate
grippy,7-8 years,Moderate
gouda,7-8 years,Moderate
upended,9-10 years,Moderate
unfussy,9-10 years,Moderate
eclampsia,11-12 years,Moderate
hyperkinetic,11-12 years,Hard
billfold,9-10 years,Moderate
adenoid,9-10 years,Moderate
ecologic,9-10 years,Moderate
exiting,9-10 years,Moderate
waitlist,9-10 years,Moderate
recapitalization,11-12 years,Hard
interpenetration,11-12 years,Hard
comitatus,11-12 years,Moderate
platonism,11-12 years,Moderate
nonviolently,11-12 years,Hard
papilloma,11-12 years,Moderate
diadromous,11-12 years,Hard
ornithological,11-12 years,Hard
quits,7-8 years,Moderate
meatpacking,11-12 years,Hard
credited,9-10 years,Moderate
groundling,11-12 years,Hard
swordplay,11-12 years,Moderate
transiently,11-12 years,Hard
espadrille,11-12 years,Hard
wastepaper,11-12 years,Hard
sonically,11-12 years,Moderate
reword,7-8 years,Moderate
asymmetrically,11-12 years,Hard
slavonic,9-10 years,Moderate
ileum,7-8 years,Moderate
unlettered,11-12 years,Hard
supersensitive,11-12 years,Hard
tentpole,9-10 years,Moderate
sculpin,9-10 years,Moderate
pedicure,9-10 years,Moderate
metalsmith,11-12 years,Hard
playmaking,11-12 years,Hard
catbird,9-10 years,Moderate
perseveration,11-12 years,Hard
trollop,9-10 years,Moderate
supercluster,11-12 years,Hard
imprinting,11-12 years,Hard
galleria,9-10 years,Moderate
antigay,9-10 years,Moderate
biostatistics,11-12 years,Hard
skydiving,11-12 years,Moderate
audaciously,11-12 years,Hard
basaltic,9-10 years,Moderate
urological,11-12 years,Hard
insightfully,11-12 years,Hard
glossy,7-8 years,Moderate
misclassify,11-12 years,Hard
finishing,11-12 years,Moderate
valvular,9-10 years,Moderate
nougat,7-8 years,Moderate
dismissed,11-12 years,Moderate
parenchyma,11-12 years,Hard
carcinogenicity,11-12 years,Hard
crouching,11-12 years,Moderate
peroxidase,11-12 years,Hard
hitching,9-10 years,Moderate
gladiolus,11-12 years,Moderate
substantiated,11-12 years,Hard
indwelling,11-12 years,Hard
collier,9-10 years,Moderate
backsliding,11-12 years,Hard
aardvark,9-10 years,Moderate
maoism,7-8 years,Moderate
tickler,9-10 years,Moderate
earwig,7-8 years,Moderate
shortlist,11-12 years,Moderate
laughing,9-10 years,Moderate
reappraise,11-12 years,Hard
interactionism,11-12 years,Hard
gonadal,9-10 years,Moderate
hosel,7-8 years,Moderate
gussie,7-8 years,Moderate
conduce,9-10 years,Moderate
merchantman,11-12 years,Hard
deconstructed,11-12 years,Hard
dilator,9-10 years,Moderate
chargeback,11-12 years,Hard
radial,7-8 years,Moderate
heaped,7-8 years,Moderate
cubby,7-8 years,Moderate
westphalian,11-12 years,Hard
interchange,11-12 years,Hard
uncertified,11-12 years,Hard
aplastic,9-10 years,Moderate
immoderate,11-12 years,Hard
resurfacing,11-12 years,Hard
slickness,11-12 years,Moderate
clench,7-8 years,Moderate
echocardiographic,11-12 years,Hard
shipload,9-10 years,Moderate
industriously,11-12 years,Hard
ejected,9-10 years,Moderate
junk,5-6 years,Moderate
womankind,11-12 years,Moderate
metroplex,11-12 years,Moderate
churchgoing,11-12 years,Hard
brigantine,11-12 years,Hard
redraft,9-10 years,Moderate
chastised,11-12 years,Moderate
captaincy,11-12 years,Moderate
methylphenidate,11-12 years,Hard
peccary,9-10 years,Moderate
lucite,7-8 years,Moderate
swooping,9-10 years,Moderate
intraperitoneal,11-12 years,Hard
shiksa,7-8 years,Moderate
petting,9-10 years,Moderate
angsty,7-8 years,Moderate
atlatl,7-8 years,Moderate
atomized,9-10 years,Moderate
neapolitan,11-12 years,Hard
naphthalene,11-12 years,Hard
snoring,9-10 years,Moderate
lambaste,9-10 years,Moderate
integrating,11-12 years,Hard
jessamine,11-12 years,Moderate
hollowly,9-10 years,Moderate
crescent,9-10 years,Moderate
mealybug,9-10 years,Moderate
steelmaker,11-12 years,Hard
bluestone,11-12 years,Moderate
despairingly,11-12 years,Hard
overclocking,11-12 years,Hard
cameroonian,11-12 years,Hard
brightening,11-12 years,Hard
spectate,9-10 years,Moderate
serine,7-8 years,Moderate
whirligig,11-12 years,Moderate
swizzle,9-10 years,Moderate
supernumerary,11-12 years,Hard
rattan,7-8 years,Moderate
undelivered,11-12 years,Hard
pharmacokinetics,11-12 years,Hard
baiting,9-10 years,Moderate
retweet,9-10 years,Moderate
dogsled,9-10 years,Moderate
manchego,9-10 years,Moderate
beanpole,9-10 years,Moderate
snorkeler,11-12 years,Moderate
incandescence,11-12 years,Hard
sublingual,11-12 years,Hard
itis,5-6 years,Moderate
gracilis,9-10 years,Moderate
mindset,9-10 years,Moderate
psychopharmacology,11-12 years,Hard
hemagglutinin,11-12 years,Hard
burundian,11-12 years,Moderate
dishware,9-10 years,Moderate
chapati,9-10 years,Moderate
refrigerant,11-12 years,Hard
olfaction,11-12 years,Moderate
stentorian,11-12 years,Hard
cupful,7-8 years,Moderate
irrefutably,11-12 years,Hard
unnumbered,11-12 years,Hard
exfoliator,11-12 years,Hard
petrify,9-10 years,Moderate
morphometric,11-12 years,Hard
skink,7-8 years,Moderate
mastoidectomy,11-12 years,Hard
newel,7-8 years,Moderate
beatify,9-10 years,Moderate
pharmacotherapy,11-12 years,Hard
interpenetrate,11-12 years,Hard
conjuror,9-10 years,Moderate
stalking,9-10 years,Moderate
chum,5-6 years,Moderate
obstructed,11-12 years,Hard
dissidence,11-12 years,Hard
deputation,11-12 years,Hard
remold,7-8 years,Moderate
bobwhite,9-10 years,Moderate
helicopter,11-12 years,Hard
gruelling,11-12 years,Moderate
turbaned,9-10 years,Moderate
terrapin,9-10 years,Moderate
supercooled,11-12 years,Hard
underline,11-12 years,Moderate
galena,7-8 years,Moderate
expectedly,11-12 years,Hard
humoral,9-10 years,Moderate
nelly,7-8 years,Moderate
acyclovir,11-12 years,Moderate
rimfire,9-10 years,Moderate
igniter,9-10 years,Moderate
phosphorescence,11-12 years,Hard
generalship,11-12 years,Hard
ginning,9-10 years,Moderate
zither,7-8 years,Moderate
midstream,11-12 years,Moderate
protist,9-10 years,Moderate
hermaphroditic,11-12 years,Hard
chirping,9-10 years,Moderate
bluestem,9-10 years,Moderate
remodeler,11-12 years,Moderate
overspending,11-12 years,Hard
workmate,9-10 years,Moderate
crackling,11-12 years,Moderate
penumbral,11-12 years,Moderate
thespian,9-10 years,Moderate
trickling,11-12 years,Moderate
unkindness,11-12 years,Hard
myoelectric,11-12 years,Hard
antinomy,9-10 years,Moderate
atomism,9-10 years,Moderate
coccyx,7-8 years,Moderate
myocyte,9-10 years,Moderate
scrubbed,9-10 years,Moderate
sepal,7-8 years,Moderate
staphylococci,11-12 years,Hard
virtuously,11-12 years,Hard
brechtian,11-12 years,Moderate
disputable,11-12 years,Hard
reshuffling,11-12 years,Hard
prehospital,11-12 years,Hard
bursar,7-8 years,Moderate
harmonically,11-12 years,Hard
triggerman,11-12 years,Hard
unrewarded,11-12 years,Hard
recommence,11-12 years,Hard
dynamometer,11-12 years,Hard
animistic,11-12 years,Moderate
bestowal,9-10 years,Moderate
dramaturgy,11-12 years,Hard
modernizer,11-12 years,Hard
columned,9-10 years,Moderate
shouter,9-10 years,Moderate
unpredicted,11-12 years,Hard
jamesian,9-10 years,Moderate
lubricated,11-12 years,Hard
xeric,7-8 years,Moderate
quadrivalent,11-12 years,Hard
oligodendrocyte,11-12 years,Hard
postulant,11-12 years,Moderate
reformatory,11-12 years,Hard
overlarge,11-12 years,Moderate
preplanned,11-12 years,Hard
polyamory,11-12 years,Moderate
pumpernickel,11-12 years,Hard
finalization,11-12 years,Hard
perpendicularly,11-12 years,Hard
entranced,11-12 years,Moderate
libration,11-12 years,Moderate
exothermic,11-12 years,Hard
naughtiness,11-12 years,Hard
monstrance,11-12 years,Hard
affinal,9-10 years,Moderate
ascribed,9-10 years,Moderate
rebuttable,11-12 years,Hard
instrumentalism,11-12 years,Hard
tatty,7-8 years,Moderate
windproof,11-12 years,Moderate
semiformal,11-12 years,Hard
firehose,9-10 years,Moderate
rager,7-8 years,Moderate
catsup,7-8 years,Moderate
ouzo,5-6 years,Moderate
bugbear,9-10 years,Moderate
straightedge,11-12 years,Hard
propitiate,11-12 years,Hard
pendency,9-10 years,Moderate
gulley,7-8 years,Moderate
goddamit,9-10 years,Moderate
flameout,9-10 years,Moderate
ineptly,9-10 years,Moderate
smouldering,11-12 years,Hard
shakespearian,11-12 years,Hard
beachy,7-8 years,Moderate
bacchanal,11-12 years,Moderate
slaver,7-8 years,Moderate
backscatter,11-12 years,Hard
phospholipid,11-12 years,Hard
gaster,7-8 years,Moderate
uncovering,11-12 years,Hard
glockenspiel,11-12 years,Hard
wilting,9-10 years,Moderate
conciliator,11-12 years,Hard
mawkish,9-10 years,Moderate
callus,7-8 years,Moderate
cationic,9-10 years,Moderate
oppositely,11-12 years,Hard
cyclin,7-8 years,Moderate
quantile,9-10 years,Moderate
hexadecimal,11-12 years,Hard
huffing,9-10 years,Moderate
intrapsychic,11-12 years,Hard
roughage,9-10 years,Moderate
recasting,11-12 years,Moderate
appertain,11-12 years,Moderate
neodymium,11-12 years,Moderate
modernistic,11-12 years,Hard
downforce,11-12 years,Moderate
slovakian,11-12 years,Moderate
combed,7-8 years,Moderate
mutagenic,11-12 years,Moderate
enthalpy,9-10 years,Moderate
katydid,9-10 years,Moderate
teamer,7-8 years,Moderate
guesstimate,11-12 years,Hard
conflictive,11-12 years,Hard
pontification,11-12 years,Hard
potholder,11-12 years,Moderate
reinsurer,11-12 years,Moderate
caudate,9-10 years,Moderate
campanile,11-12 years,Moderate
nutraceuticals,11-12 years,Hard
pushpin,9-10 years,Moderate
hellenism,11-12 years,Moderate
condyle,9-10 years,Moderate
troopship,11-12 years,Moderate
thiamin,9-10 years,Moderate
transvaginal,11-12 years,Hard
unluckily,11-12 years,Moderate
kugel,7-8 years,Moderate
shredding,11-12 years,Moderate
bachelorhood,11-12 years,Hard
matchmaking,11-12 years,Hard
adulteration,11-12 years,Hard
coalitional,11-12 years,Hard
angiogenic,11-12 years,Hard
ecuadorian,11-12 years,Hard
washstand,11-12 years,Moderate
limnology,11-12 years,Moderate
sailplane,11-12 years,Moderate
surmountable,11-12 years,Hard
sweetmeat,11-12 years,Moderate
saturnalia,11-12 years,Hard
microcosmic,11-12 years,Hard
plasmacytoma,11-12 years,Hard
brutalization,11-12 years,Hard
normalisation,11-12 years,Hard
pabulum,9-10 years,Moderate
defoliate,11-12 years,Moderate
outthink,9-10 years,Moderate
darkening,11-12 years,Moderate
vibrio,7-8 years,Moderate
yerba,7-8 years,Moderate
confrere,9-10 years,Moderate
grain,7-8 years,Moderate
geoscientist,11-12 years,Hard
toroidal,9-10 years,Moderate
empathetically,11-12 years,Hard
unfurnished,11-12 years,Hard
narrowband,11-12 years,Hard
blahs,7-8 years,Moderate
dribbling,11-12 years,Moderate
diverticulitis,11-12 years,Hard
cockfight,11-12 years,Moderate
expositor,11-12 years,Moderate
untrimmed,11-12 years,Moderate
kayaking,9-10 years,Moderate
taurus,7-8 years,Moderate
loftily,9-10 years,Moderate
patrimonial,11-12 years,Hard
spilling,9-10 years,Moderate
boykin,7-8 years,Moderate
dissipated,11-12 years,Hard
precook,9-10 years,Moderate
bumbler,9-10 years,Moderate
heterozygosity,11-12 years,Hard
cuddy,7-8 years,Moderate
lowing,7-8 years,Moderate
triplex,9-10 years,Moderate
thermosphere,11-12 years,Hard
transhistorical,11-12 years,Hard
epicycle,9-10 years,Moderate
fubar,7-8 years,Moderate
naphtha,9-10 years,Moderate
negritude,11-12 years,Moderate
riddled,9-10 years,Moderate
warfighter,11-12 years,Hard
lengthening,11-12 years,Hard
incisional,11-12 years,Hard
engram,7-8 years,Moderate
styrene,9-10 years,Moderate
jawbreaker,11-12 years,Hard
glowy,7-8 years,Moderate
witchery,9-10 years,Moderate
secretiveness,11-12 years,Hard
vervain,9-10 years,Moderate
chuff,7-8 years,Moderate
postfire,9-10 years,Moderate
caravel,9-10 years,Moderate
denotative,11-12 years,Hard
cashflow,9-10 years,Moderate
palpitate,11-12 years,Moderate
dimmed,7-8 years,Moderate
foppish,9-10 years,Moderate
heteroglossia,11-12 years,Hard
pastis,7-8 years,Moderate
zoroastrianism,11-12 years,Hard
housetop,9-10 years,Moderate
thinned,9-10 years,Moderate
erotic,7-8 years,Moderate
shielding,11-12 years,Moderate
balladry,9-10 years,Moderate
revolutionise,11-12 years,Hard
blazingly,11-12 years,Moderate
sludgy,7-8 years,Moderate
slosh,7-8 years,Moderate
cloudlike,11-12 years,Moderate
drover,7-8 years,Moderate
undescribed,11-12 years,Hard
indigence,11-12 years,Moderate
fluster,9-10 years,Moderate
sympatric,11-12 years,Moderate
wishy,7-8 years,Moderate
greensward,11-12 years,Hard
mineworker,11-12 years,Hard
heliport,9-10 years,Moderate
positronic,11-12 years,Hard
bobbed,7-8 years,Moderate
overdramatic,11-12 years,Hard
disconnectedness,11-12 years,Hard
bobbing,9-10 years,Moderate
punchbowl,11-12 years,Moderate
quietist,9-10 years,Moderate
splintering,11-12 years,Hard
crassly,9-10 years,Moderate
tamarack,9-10 years,Moderate
superfluid,11-12 years,Hard
rowdie,7-8 years,Moderate
liquify,9-10 years,Moderate
nabob,7-8 years,Moderate
ambivalently,11-12 years,Hard
asteroidal,11-12 years,Hard
malt,5-6 years,Moderate
sleeved,9-10 years,Moderate
thomist,9-10 years,Moderate
baptistery,11-12 years,Hard
echoey,7-8 years,Moderate
unbending,11-12 years,Moderate
sangha,7-8 years,Moderate
transportability,11-12 years,Hard
hardboard,11-12 years,Moderate
groundnut,11-12 years,Moderate
concessioner,11-12 years,Hard
cytosine,9-10 years,Moderate
brominated,11-12 years,Hard
demo,5-6 years,Moderate
republication,11-12 years,Hard
bustard,9-10 years,Moderate
decipherable,11-12 years,Hard
computerised,11-12 years,Hard
wireframe,11-12 years,Moderate
tenterhooks,11-12 years,Hard
toolshed,9-10 years,Moderate
summarized,11-12 years,Hard
uploader,9-10 years,Moderate
limbless,9-10 years,Moderate
snorkeling,11-12 years,Hard
bargainer,11-12 years,Moderate
coarsening,11-12 years,Hard
driveshaft,11-12 years,Hard
doorkeeper,11-12 years,Hard
netted,7-8 years,Moderate
idling,7-8 years,Moderate
pioglitazone,11-12 years,Hard
soffit,7-8 years,Moderate
liberatory,11-12 years,Hard
runty,7-8 years,Moderate
kaiseki,9-10 years,Moderate
irredentist,11-12 years,Hard
scriptorium,11-12 years,Hard
counterforce,11-12 years,Hard
spose,7-8 years,Moderate
straggly,9-10 years,Moderate
plummy,7-8 years,Moderate
reinvigoration,11-12 years,Hard
reinfection,11-12 years,Hard
dissecting,11-12 years,Hard
plaited,9-10 years,Moderate
stuttered,11-12 years,Moderate
federalization,11-12 years,Hard
primogeniture,11-12 years,Hard
microeconomics,11-12 years,Hard
satori,7-8 years,Moderate
horticulturalist,11-12 years,Hard
innocuously,11-12 years,Hard
fogey,7-8 years,Moderate
infinitude,11-12 years,Hard
evasively,11-12 years,Moderate
myelination,11-12 years,Hard
neurofibromatosis,11-12 years,Hard
downstage,11-12 years,Moderate
skydive,9-10 years,Moderate
retrospection,11-12 years,Hard
humaneness,11-12 years,Hard
artemisia,11-12 years,Moderate
wantonness,11-12 years,Hard
ranter,7-8 years,Moderate
sanded,7-8 years,Moderate
isoniazid,11-12 years,Moderate
microbiologic,11-12 years,Hard
spank,7-8 years,Moderate
quarantined,11-12 years,Hard
datastream,11-12 years,Hard
notified,9-10 years,Moderate
renovator,11-12 years,Moderate
chelator,9-10 years,Moderate
demimonde,11-12 years,Moderate
dilapidation,11-12 years,Hard
fretwork,9-10 years,Moderate
velar,7-8 years,Moderate
metafictive,11-12 years,Hard
peritoneum,11-12 years,Hard
screechy,9-10 years,Moderate
harmlessness,11-12 years,Hard
unitard,9-10 years,Moderate
estrange,9-10 years,Moderate
hypervigilance,11-12 years,Hard
bionics,9-10 years,Moderate
divining,9-10 years,Moderate
actualized,11-12 years,Hard
moog,5-6 years,Moderate
colloid,9-10 years,Moderate
multiphasic,11-12 years,Hard
dystonia,9-10 years,Moderate
fab,5-6 years,Moderate
ultramarine,11-12 years,Hard
unsayable,11-12 years,Moderate
isolette,9-10 years,Moderate
contingently,11-12 years,Hard
feebleness,11-12 years,Hard
puckering,11-12 years,Moderate
bursa,7-8 years,Moderate
distractingly,11-12 years,Hard
carpathian,11-12 years,Hard
carryall,9-10 years,Moderate
resend,7-8 years,Moderate
precis,7-8 years,Moderate
cycad,7-8 years,Moderate
vampy,7-8 years,Moderate
culturalist,11-12 years,Hard
trivet,7-8 years,Moderate
teleporter,11-12 years,Hard
kopeck,7-8 years,Moderate
sunstroke,11-12 years,Moderate
sandaled,9-10 years,Moderate
unpresidential,11-12 years,Hard
underinvestment,11-12 years,Hard
faithlessness,11-12 years,Hard
photosynthesize,11-12 years,Hard
nearside,9-10 years,Moderate
adrenal,9-10 years,Moderate
singsong,9-10 years,Moderate
astrometry,11-12 years,Hard
tikka,7-8 years,Moderate
myopathy,9-10 years,Moderate
archdeacon,11-12 years,Hard
extranet,9-10 years,Moderate
inexpressibly,11-12 years,Hard
tridentine,11-12 years,Hard
tympani,9-10 years,Moderate
longbeard,11-12 years,Moderate
perivascular,11-12 years,Hard
proteinase,11-12 years,Hard
datasheet,11-12 years,Moderate
nonmagnetic,11-12 years,Hard
orthoses,9-10 years,Moderate
ovipositor,11-12 years,Hard
reorder,9-10 years,Moderate
butadiene,11-12 years,Moderate
boogieman,11-12 years,Moderate
circassian,11-12 years,Hard
fidgeting,11-12 years,Moderate
creaking,9-10 years,Moderate
terahertz,11-12 years,Moderate
footballing,11-12 years,Hard
salish,7-8 years,Moderate
leniently,11-12 years,Moderate
eyewall,9-10 years,Moderate
anthropometry,11-12 years,Hard
moussaka,9-10 years,Moderate
dreamcatcher,11-12 years,Hard
madrassah,11-12 years,Moderate
dopant,7-8 years,Moderate
mosh,5-6 years,Moderate
bestride,9-10 years,Moderate
excoriation,11-12 years,Hard
recompose,11-12 years,Moderate
inelegantly,11-12 years,Hard
scrotal,9-10 years,Moderate
millennialism,11-12 years,Hard
squeezer,9-10 years,Moderate
boule,7-8 years,Moderate
demonstratively,11-12 years,Hard
centerfire,11-12 years,Hard
ordovician,11-12 years,Hard
preciously,11-12 years,Hard
debilitation,11-12 years,Hard
puebloan,9-10 years,Moderate
venus,7-8 years,Moderate
meteoroid,11-12 years,Moderate
penetrable,11-12 years,Hard
convalescent,11-12 years,Hard
scherzo,9-10 years,Moderate
tuberculin,11-12 years,Hard
telematics,11-12 years,Hard
knowing,9-10 years,Moderate
sublease,9-10 years,Moderate
rotatable,11-12 years,Moderate
unproduced,11-12 years,Hard
leiomyosarcoma,11-12 years,Hard
unibrow,9-10 years,Moderate
shafted,9-10 years,Moderate
egomania,9-10 years,Moderate
myelogenous,11-12 years,Hard
rhodopsin,11-12 years,Moderate
activating,11-12 years,Hard
madisonian,11-12 years,Hard
mangle,7-8 years,Moderate
astaxanthin,11-12 years,Hard
coagulated,11-12 years,Hard
bap,5-6 years,Moderate
pinning,9-10 years,Moderate
smiley,7-8 years,Moderate
liveaboard,11-12 years,Hard
rearticulate,11-12 years,Hard
salmonid,9-10 years,Moderate
sweeping,9-10 years,Moderate
twirler,9-10 years,Moderate
grandmom,9-10 years,Moderate
condemnatory,11-12 years,Hard
formlessness,11-12 years,Hard
pullet,7-8 years,Moderate
cyberterrorism,11-12 years,Hard
outgrown,9-10 years,Moderate
defendable,11-12 years,Hard
overgrazed,11-12 years,Hard
dewdrop,9-10 years,Moderate
cardiogenic,11-12 years,Hard
portcullis,11-12 years,Hard
freeboard,11-12 years,Moderate
viremia,9-10 years,Moderate
miniaturist,11-12 years,Hard
grousing,9-10 years,Moderate
glissando,11-12 years,Moderate
incendiary,11-12 years,Hard
mythologist,11-12 years,Hard
rifling,9-10 years,Moderate
blarney,9-10 years,Moderate
dithering,11-12 years,Moderate
airsick,9-10 years,Moderate
afterworld,11-12 years,Hard
blastomere,11-12 years,Hard
tickling,9-10 years,Moderate
